Source,Target,Weight
MESH:C535533,MESH:D018281,0.006245662734212352
MESH:C535533,MESH:D018358,0.002081887578070784
MESH:C535533,OMIM:215600,0.01943095072866065
MESH:C535538,MESH:D002493,0.0017349063150589867
MESH:C535538,MESH:D015658,0.0017349063150589867
MESH:C535541,MESH:C531841,0.002081887578070784
MESH:C535541,MESH:C535601,0.002775850104094379
MESH:C535541,MESH:C536215,0.0013879250520471894
MESH:C535541,MESH:C536735,0.002081887578070784
MESH:C535541,MESH:C537022,0.001040943789035392
MESH:C535541,MESH:D002761,0.002775850104094379
MESH:C535541,MESH:D003092,0.0034698126301179735
MESH:C535541,MESH:D003093,0.01943095072866065
MESH:C535541,MESH:D003108,0.005551700208188758
MESH:C535541,MESH:D003110,0.0024288688410825814
MESH:C535541,MESH:D003424,0.01839000693962526
MESH:C535541,MESH:D003967,0.0017349063150589867
MESH:C535541,MESH:D005600,0.0034698126301179735
MESH:C535541,MESH:D006223,0.021859819569743234
MESH:C535541,MESH:D007249,0.003122831367106176
MESH:C535541,MESH:D007319,0.0024288688410825814
MESH:C535541,MESH:D007410,0.0017349063150589867
MESH:C535541,MESH:D009220,0.0017349063150589867
MESH:C535541,MESH:D009369,0.004510756419153366
MESH:C535541,MESH:D011565,0.001040943789035392
MESH:C535541,MESH:D014923,0.001040943789035392
MESH:C535541,MESH:D015179,0.002081887578070784
MESH:C535541,MESH:D015212,0.012838306731436502
MESH:C535541,MESH:D016609,0.0013879250520471894
MESH:C535541,MESH:D017566,0.001040943789035392
MESH:C535541,MESH:D042822,0.0017349063150589867
MESH:C535541,MESH:D043183,0.005204718945176961
MESH:C535541,MESH:D052016,0.006245662734212352
MESH:C535541,OMIM:611489,0.0024288688410825814
MESH:C535546,OMIM:145500,0.0006939625260235947
MESH:C535563,MESH:D009369,0.001040943789035392
MESH:C535563,MESH:D029461,0.001040943789035392
MESH:C535575,MESH:C535759,0.0024288688410825814
MESH:C535575,MESH:C536408,0.0013879250520471894
MESH:C535575,MESH:C537180,0.0013879250520471894
MESH:C535575,MESH:C537591,0.013532269257460098
MESH:C535575,MESH:C538219,0.003122831367106176
MESH:C535575,MESH:D000230,0.001040943789035392
MESH:C535575,MESH:D000856,0.0013879250520471894
MESH:C535575,MESH:D000860,0.001040943789035392
MESH:C535575,MESH:D001260,0.0013879250520471894
MESH:C535575,MESH:D001734,0.0013879250520471894
MESH:C535575,MESH:D001929,0.002081887578070784
MESH:C535575,MESH:D001932,0.006939625260235947
MESH:C535575,MESH:D002277,0.002775850104094379
MESH:C535575,MESH:D002292,0.004163775156141568
MESH:C535575,MESH:D002294,0.01977793199167245
MESH:C535575,MESH:D004194,0.0024288688410825814
MESH:C535575,MESH:D004941,0.001040943789035392
MESH:C535575,MESH:D006258,0.010409437890353921
MESH:C535575,MESH:D007239,0.002775850104094379
MESH:C535575,MESH:D007822,0.010409437890353921
MESH:C535575,MESH:D008175,0.0017349063150589867
MESH:C535575,MESH:D008545,0.003816793893129771
MESH:C535575,MESH:D009369,0.07633587786259542
MESH:C535575,MESH:D009668,0.0013879250520471894
MESH:C535575,MESH:D009959,0.002775850104094379
MESH:C535575,MESH:D010190,0.002081887578070784
MESH:C535575,MESH:D010212,0.007286606523247745
MESH:C535575,MESH:D012021,0.0013879250520471894
MESH:C535575,MESH:D013226,0.004510756419153366
MESH:C535575,MESH:D014067,0.0017349063150589867
MESH:C535575,MESH:D015275,0.004163775156141568
MESH:C535575,MESH:D016609,0.0017349063150589867
MESH:C535575,MESH:D016889,0.0013879250520471894
MESH:C535575,MESH:D020031,0.0013879250520471894
MESH:C535575,MESH:D020178,0.001040943789035392
MESH:C535575,MESH:D030361,0.018736988202637056
MESH:C535575,MESH:D042822,0.002775850104094379
MESH:C535575,MESH:D058922,0.0013879250520471894
MESH:C535575,MESH:D059226,0.0013879250520471894
MESH:C535575,OMIM:108985,0.003122831367106176
MESH:C535575,OMIM:114450,0.010409437890353921
MESH:C535575,OMIM:121210,0.0013879250520471894
MESH:C535575,OMIM:257910,0.013532269257460098
MESH:C535575,OMIM:261000,0.001040943789035392
MESH:C535575,OMIM:300000,0.0013879250520471894
MESH:C535575,OMIM:612348,0.002775850104094379
MESH:C535579,MESH:C538145,0.004163775156141568
MESH:C535579,MESH:D001523,0.004163775156141568
MESH:C535579,MESH:D002526,0.004163775156141568
MESH:C535579,MESH:D002659,0.004163775156141568
MESH:C535579,MESH:D008607,0.004163775156141568
MESH:C535579,MESH:D020158,0.004163775156141568
MESH:C535579,MESH:D038901,0.004163775156141568
MESH:C535584,MESH:D002291,0.0024288688410825814
MESH:C535584,MESH:D015275,0.0017349063150589867
MESH:C535584,MESH:D018276,0.0024288688410825814
MESH:C535588,MESH:D001943,0.0013879250520471894
MESH:C535588,MESH:D009369,0.0013879250520471894
MESH:C535588,MESH:D009436,0.001040943789035392
MESH:C535588,MESH:D018270,0.0013879250520471894
MESH:C535598,MESH:D001943,0.001040943789035392
MESH:C535598,MESH:D009369,0.001040943789035392
MESH:C535600,MESH:D000544,0.0017349063150589867
MESH:C535600,MESH:D007926,0.0017349063150589867
MESH:C535600,MESH:D009447,0.0017349063150589867
MESH:C535600,MESH:D019636,0.0017349063150589867
MESH:C535601,MESH:D003715,0.004857737682165163
MESH:C535601,MESH:D007239,0.0017349063150589867
MESH:C535601,MESH:D009220,0.002081887578070784
MESH:C535601,MESH:D011475,0.0013879250520471894
MESH:C535601,MESH:D014652,0.002081887578070784
MESH:C535601,MESH:D015212,0.0013879250520471894
MESH:C535601,MESH:D020896,0.0013879250520471894
MESH:C535601,MESH:D057772,0.002081887578070784
MESH:C535601,OMIM:300000,0.0013879250520471894
MESH:C535601,OMIM:608203,0.001040943789035392
MESH:C535607,MESH:C536528,0.0006939625260235947
MESH:C535607,MESH:C536751,0.0013879250520471894
MESH:C535607,MESH:C537389,0.0013879250520471894
MESH:C535607,MESH:C537799,0.0006939625260235947
MESH:C535607,MESH:D001932,0.002081887578070784
MESH:C535607,MESH:D002292,0.0017349063150589867
MESH:C535607,MESH:D007938,0.001040943789035392
MESH:C535607,MESH:D008180,0.001040943789035392
MESH:C535607,MESH:D009103,0.0017349063150589867
MESH:C535607,MESH:D009220,0.001040943789035392
MESH:C535607,MESH:D009369,0.00659264399722415
MESH:C535607,MESH:D013272,0.001040943789035392
MESH:C535607,MESH:D013274,0.004857737682165163
MESH:C535607,MESH:D015179,0.0017349063150589867
MESH:C535607,MESH:D020031,0.001040943789035392
MESH:C535643,MESH:C535733,0.003122831367106176
MESH:C535643,MESH:C536305,0.003122831367106176
MESH:C535643,MESH:C537219,0.003122831367106176
MESH:C535643,MESH:D002471,0.003122831367106176
MESH:C535643,MESH:D002658,0.003122831367106176
MESH:C535643,MESH:D002869,0.003122831367106176
MESH:C535643,MESH:D006816,0.0013879250520471894
MESH:C535643,MESH:D008607,0.003122831367106176
MESH:C535643,MESH:D009006,0.003122831367106176
MESH:C535643,MESH:D009123,0.003122831367106176
MESH:C535643,MESH:D014424,0.003122831367106176
MESH:C535643,MESH:D015783,0.003122831367106176
MESH:C535643,MESH:D017496,0.003122831367106176
MESH:C535643,MESH:D020022,0.003122831367106176
MESH:C535643,MESH:D020244,0.0013879250520471894
MESH:C535650,MESH:D009362,0.0013879250520471894
MESH:C535650,MESH:D009369,0.0013879250520471894
MESH:C535650,MESH:D015275,0.0013879250520471894
MESH:C535653,MESH:D001714,0.0006939625260235947
MESH:C535655,MESH:C536287,0.0013879250520471894
MESH:C535655,MESH:D002278,0.0034698126301179735
MESH:C535655,MESH:D003108,0.009021512838306732
MESH:C535655,MESH:D003110,0.002081887578070784
MESH:C535655,MESH:D003924,0.002081887578070784
MESH:C535655,MESH:D008659,0.002081887578070784
MESH:C535655,MESH:D009369,0.003122831367106176
MESH:C535655,MESH:D012002,0.0024288688410825814
MESH:C535655,MESH:D042822,0.0024288688410825814
MESH:C535661,MESH:C537327,0.002775850104094379
MESH:C535661,MESH:D002471,0.002081887578070784
MESH:C535661,MESH:D008133,0.002775850104094379
MESH:C535661,MESH:D011125,0.002081887578070784
MESH:C535673,MESH:D004715,0.001040943789035392
MESH:C535673,MESH:D009369,0.005551700208188758
MESH:C535673,MESH:D015275,0.005551700208188758
MESH:C535673,MESH:D018256,0.001040943789035392
MESH:C535682,MESH:D008946,0.0017349063150589867
MESH:C535684,MESH:C536444,0.001040943789035392
MESH:C535684,MESH:D003316,0.001040943789035392
MESH:C535685,MESH:D015658,0.0006939625260235947
MESH:C535687,MESH:D002658,0.0006939625260235947
MESH:C535689,MESH:D001930,0.0013879250520471894
MESH:C535689,MESH:D009369,0.003122831367106176
MESH:C535689,MESH:D054549,0.0006939625260235947
MESH:C535694,MESH:D007673,0.003122831367106176
MESH:C535694,MESH:D012167,0.002081887578070784
MESH:C535700,MESH:C535903,0.0034698126301179735
MESH:C535700,MESH:C535944,0.001040943789035392
MESH:C535700,MESH:C538090,0.0013879250520471894
MESH:C535700,MESH:D000230,0.0013879250520471894
MESH:C535700,MESH:D000740,0.004857737682165163
MESH:C535700,MESH:D001932,0.0034698126301179735
MESH:C535700,MESH:D001943,0.007633587786259542
MESH:C535700,MESH:D002277,0.0013879250520471894
MESH:C535700,MESH:D002294,0.010756419153365717
MESH:C535700,MESH:D002869,0.010756419153365717
MESH:C535700,MESH:D005910,0.001040943789035392
MESH:C535700,MESH:D007890,0.0034698126301179735
MESH:C535700,MESH:D008175,0.010756419153365717
MESH:C535700,MESH:D008325,0.0013879250520471894
MESH:C535700,MESH:D008545,0.002081887578070784
MESH:C535700,MESH:D008654,0.0017349063150589867
MESH:C535700,MESH:D009136,0.0034698126301179735
MESH:C535700,MESH:D009196,0.0017349063150589867
MESH:C535700,MESH:D009369,0.0131852879944483
MESH:C535700,MESH:D009375,0.0013879250520471894
MESH:C535700,MESH:D012208,0.0034698126301179735
MESH:C535700,MESH:D012509,0.01457321304649549
MESH:C535700,MESH:D012516,0.001040943789035392
